runId;iteration;rides;wait_average;wait_max;wait_p95;wait_p75;wait_median;percentage_WT_below_10;percentage_WT_below_15;inVehicleTravelTime_mean;distance_m_mean;directDistance_m_mean;totalTravelTime_mean;fareAllReferences_mean;rejections;rejectionRate
kelheim;223;76;353.13;1086;839.2;435.5;309;88.16;98.68;377.41;3706.69;2935.85;730.54;2;0;0
kelheim;224;75;346.56;1074;839.4;431;304;88;98.67;370.84;3644.06;2901.47;717.4;2;0;0
kelheim;225;75;347.97;1071;857.6;433;304;88;98.67;371.29;3674.2;2914.33;719.27;2;0;0
kelheim;226;74;347.39;1071;859;433.75;302;87.84;98.65;364.76;3637.67;2921.47;712.15;2;0;0
kelheim;227;74;346.62;1077;857.75;431.5;302;87.84;98.65;364.74;3609.53;2858.46;711.36;2;0;0
kelheim;228;75;349.25;1014;888.8;438;294;88;96;342.56;3423.95;2863.16;691.81;2;0;0
kelheim;229;75;341.84;1077;857.6;425;297;88;98.67;363.45;3584.55;2845.72;705.29;2;0;0
kelheim;230;74;345.39;1057;847.25;433.75;278.5;87.84;97.3;340.84;3390.59;2872.1;686.23;2;0;0
kelheim;231;75;344.07;1074;862.4;431;293;88;97.33;352.95;3464.75;2845.59;697.01;2;0;0
kelheim;232;75;345.08;1058;888.8;432;273;88;96;341.72;3333.27;2829.75;686.8;2;0;0
kelheim;233;74;345.2;1076;857.75;431.25;300;87.84;98.65;354.04;3471.74;2846.57;699.24;2;0;0
kelheim;234;73;330.99;1057;746.1;419.5;271;90.41;97.26;337.11;3338.32;2848.04;668.1;2;0;0
kelheim;235;73;306.12;866;634.2;389.5;265;93.15;100;330.53;3259.71;2848.48;636.66;2;0;0
kelheim;236;73;307.82;862;634.2;416.5;273;93.15;100;330.04;3256.64;2850.83;637.86;2;0;0
kelheim;237;73;305.52;866;637;389.5;269;93.15;100;328.82;3234.91;2834.57;634.34;2;0;0
kelheim;238;73;305.97;866;634.2;415.5;265;93.15;100;330.71;3256.49;2850.83;636.68;2;0;0
kelheim;239;72;324.9;954;658.5;435.25;270;91.67;98.61;344.61;3380.04;2849.4;669.51;2;0;0
kelheim;240;72;322.78;927;659.15;432.75;271.5;91.67;98.61;340.47;3361.12;2849.42;663.25;2;0;0
kelheim;241;72;324.83;954;658.5;435.25;271.5;91.67;98.61;344.93;3379.04;2848.55;669.76;2;0;0
kelheim;242;72;304.76;866;616.45;394;267;94.44;100;331.07;3307.6;2849.4;635.83;2;0;0
kelheim;243;73;316.66;866;659.4;413;269;91.78;100;339.12;3299.62;2804.48;655.78;2;0;0
kelheim;244;72;300.89;866;632.9;385.25;267;93.06;100;336.79;3338.88;2828.16;637.68;2;0;0
kelheim;245;72;300.12;866;616.45;387.5;262.5;94.44;100;334.93;3335.77;2827.3;635.06;2;0;0
kelheim;246;72;313.47;866;660.1;429.25;267;91.67;100;342.14;3360.03;2828.14;655.61;2;0;0
kelheim;247;72;300.4;866;616.45;386.75;262.5;94.44;100;338.69;3336.86;2828.55;639.1;2;0;0
kelheim;248;72;301.58;866;616.45;400.75;266;94.44;100;336.61;3339.03;2828.16;638.19;2;0;0
kelheim;249;72;300.31;866;616.45;388;267;94.44;100;334.35;3301.16;2809.97;634.65;2;0;0
kelheim;250;72;317.35;1153;734.3;387.5;269.5;93.06;97.22;359.28;3578.89;2829.39;676.62;2;0;0
