plz	from	to	area_sq_km	fromPerSqKm	toPerSqKm
13629	74	80	5.86997223687939	12.6065332191997	13.628684561297
14050	99	99	2.52818936246146	39.1584592000708	39.1584592000708
14052	108	106	2.17048977688085	49.7583546121114	48.836903600776
14053	37	42	1.59015631976012	23.268152659093	26.4124976130245
14055	268	280	7.87358585877627	34.037858328715	35.5619415374634
14057	80	70	1.07489692429742	74.425740916777	65.1225233021799
14059	144	138	2.83053227515194	50.8738237200529	48.7540810650507
14089	90	80	24.7928888087844	3.63007315097997	3.22673168975997
14109	16	22	25.1290279114583	0.636713845691751	0.875481537826158
14129	46	43	20.3959819374538	2.25534618245217	2.10825838794442
14163	119	120	6.03481357830832	19.7189189783321	19.8846241798307
14165	100	90	3.36167011659978	29.7471187033505	26.7724068330155
14167	86	79	5.75723957305526	14.9377143175512	13.7218538498435
14169	125	114	5.0823418553069	24.5949610551044	22.4306044822552
14193	242	231	20.6249205300068	11.7333785431037	11.2000431547808
14195	170	170	8.07221739264391	21.0598887184231	21.0598887184231
14197	131	131	1.57954975316523	82.9350260968302	82.9350260968302
14199	173	187	2.40328739242012	71.9847324733761	77.8100865463661
