ITERATION	avg. Average Leg distance	avg. Average Trip distance
399	3900.2825969751643	9510.384013352985	
400	3901.0095749326592	9510.628075144936	
401	3877.9100547495186	9504.082828722041	
402	3877.6664374283732	9503.532554329731	
403	3877.4851290822885	9503.139237412357	
404	3877.2179582651656	9502.573756183983	
405	3877.0895419563867	9502.242012148969	
406	3876.9953955485294	9501.91770904512	
407	3876.8406181788964	9501.644690304309	
408	3876.7052847381597	9501.389550563177	
409	3876.5541005505816	9501.044528404535	
410	3876.4829316037954	9500.71276616345	
411	3876.3526852533696	9500.346777213445	
412	3876.1881969048877	9500.028680513193	
413	3876.127292847414	9499.875160755673	
414	3875.928244028387	9499.56588850419	
415	3875.7908855595797	9499.314265083547	
416	3875.64624178832	9499.100648776017	
417	3875.5892746607215	9498.926412123143	
418	3875.503740216808	9498.69551431315	
419	3875.366451416853	9498.401535776506	
420	3875.249223225269	9498.211498402332	
421	3875.0888885596814	9497.984298476578	
422	3875.048164975491	9497.816958006239	
423	3874.963089285826	9497.61268645687	
424	3874.9660062796565	9497.415806595367	
425	3874.87477457554	9497.16669754464	
426	3874.782325979861	9497.016617049645	
427	3874.751029310524	9496.83790043272	
428	3874.6209540920236	9496.621097628202	
429	3874.529047887103	9496.361836193999	
430	3874.399185519812	9496.107297030238	
431	3874.2881622327027	9495.91119200434	
432	3874.2154862139337	9495.677815138104	
433	3874.1373691229824	9495.40184244548	
434	3873.990351058069	9495.151993398968	
435	3873.911553962562	9495.043850810798	
436	3873.829246253806	9494.791120349752	
437	3873.7554578868444	9494.567771503022	
438	3873.6212813456395	9494.283537741005	
439	3873.5030619401014	9494.15099413713	
440	3873.46844896579	9493.95568273235	
441	3873.3859307919743	9493.910637455103	
442	3873.390132899655	9493.772226096109	
443	3873.344056770285	9493.642297045422	
444	3873.284351665322	9493.555441416887	
445	3873.216774067214	9493.389806342539	
446	3873.1670259181024	9493.30186100112	
447	3873.086824491753	9493.181757723081	
448	3873.077101710392	9493.115441146032	
449	3872.891534545226	9492.792304719838	
450	3872.91245756575	9492.682151126124	
451	3872.7477763521215	9492.380466380468	
452	3872.6155900022977	9492.196653373598	
453	3872.589786861208	9492.031454918726	
454	3872.5560457944257	9491.9317609388	
455	3872.5342003049605	9491.88246391017	
456	3872.465077375457	9491.700294605045	
457	3872.384846430375	9491.575854867884	
458	3872.3532065378445	9491.421843074111	
459	3872.3186893672882	9491.294761846833	
460	3872.265212909387	9491.104220577849	
461	3872.230660452903	9490.98554996445	
462	3872.1908455345592	9490.87946692586	
463	3872.1627663316713	9490.836129013456	
464	3872.0844382070404	9490.809794089464	
465	3872.046150947973	9490.809391780691	
466	3871.994673565211	9490.615257387473	
467	3871.917248563885	9490.506179688893	
468	3871.85795215348	9490.30987102328	
469	3871.8660590601958	9490.176842173943	
470	3871.795409812024	9490.080125043649	
471	3871.7037865374245	9489.987207150305	
472	3871.6948346045597	9489.859089297028	
473	3871.6768539517943	9489.768300090349	
474	3871.666235489033	9489.784743388233	
475	3871.618785425379	9489.55377177338	
476	3871.578910513583	9489.426307838334	
477	3871.6054895394664	9489.410762690446	
478	3871.592873988378	9489.320384832592	
479	3871.6832344654067	9489.410202061215	
480	3871.6424104859007	9489.31439034571	
481	3871.6016913147573	9489.265551583048	
482	3871.578480366906	9489.208661724912	
483	3871.532705808208	9489.240861454939	
484	3871.455014836225	9489.118386773594	
485	3871.475578814288	9489.11358184872	
486	3871.4056201399108	9489.044031829584	
487	3871.406531360461	9488.969824514585	
488	3871.4000645737606	9488.924247247403	
489	3871.3105063396038	9488.721723570832	
490	3871.250999939008	9488.665048537063	
491	3871.2206832516904	9488.68416366006	
492	3871.183525988286	9488.567609315503	
493	3871.1493796219374	9488.585828202567	
494	3871.1495304710497	9488.624415797418	
495	3871.1775962574525	9488.663483006281	
496	3871.184635141268	9488.587313799078	
497	3871.198174042999	9488.544062091416	
498	3871.1684671103285	9488.45850922549	
499	3871.126953708504	9488.369496666828	
500	3871.053267280919	9488.269566813704	
