ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
320	115.50686712045527	115.36217760276479	116.78616744215815	117.22040453734847
321	115.48618484398892	115.34183384173588	116.78337503614055	117.22043085660505
322	115.4877043588566	115.34429572817223	116.78425852244168	117.2207155702562
323	115.46705746439073	115.32225896520019	116.78155817255244	117.22128304310459
324	115.48406728298278	115.34263563798037	116.78522195291599	117.22152485596754
325	115.49585443262204	115.35450165909728	116.787923393492	117.22187448296893
326	115.48403337795095	115.34237669937961	116.78665254377054	117.22240293908831
327	115.49212095283357	115.35153995731417	116.78858593026688	117.22254587760618
328	115.4858145485193	115.34633176530139	116.78814679212697	117.22297254700645
329	115.48105820674017	115.34133361907648	116.78791191246631	117.22339883277886
330	115.49815091814183	115.35724070553387	116.79138997796092	117.22399747110784
331	115.53440787751857	115.39439567955291	116.7979023258502	117.22400141247367
332	115.43471848220229	115.29512228832762	116.78192050634486	117.22445652222974
333	115.46637254258502	115.32573903776643	116.7877147061714	117.2247956938008
334	115.5155779828953	115.37704004154651	116.79647707217072	117.22489743029699
335	115.49940376437138	115.36052086223563	116.79417296066788	117.2251678992254
336	115.50971543628546	115.37302226636983	116.79656043408464	117.2253720908258
337	115.49059132337902	115.35064397138412	116.79383254282169	117.22617324672593
338	115.46812659427304	115.33123220626099	116.79084774044753	117.2260853145029
339	115.47492033309831	115.3372793821129	116.79262942436964	117.22673343393048
340	115.52234218647305	115.3868504686843	116.80124894869381	117.22668582529928
341	115.47828847796114	115.34408226435868	116.79443116381474	117.22692450823605
342	115.4902706316247	115.35598149506139	116.79712024551561	117.2273315217617
343	115.49028422541946	115.3572786066207	116.79778041467944	117.2275803045565
344	115.50224426866771	115.36808141546105	116.80035755354558	117.22832445710237
345	115.52811569613988	115.39626596657061	116.80492426102795	117.22822366491879
346	115.50952570395557	115.37601970665794	116.80230500989792	117.22887059270192
347	115.50710435986197	115.37358176044137	116.80252670380938	117.22906899968744
348	115.51089877287338	115.37953267006105	116.80372797133137	117.22912689045583
349	115.5204951650716	115.38965883330403	116.80579545454398	117.22953637110217
350	115.56664216550583	115.43539050536842	116.81406503496775	117.22979544381066
351	115.49849799867225	115.36729457097755	116.80345899841741	117.2302449144242
352	115.4793634787238	115.34859177013551	116.80088873660377	117.23048560701201
353	115.44182357307783	115.31048311748371	116.79515350231372	117.23099962765295
354	115.51089962103916	115.37903673175664	116.80715499733765	117.2314215102978
355	115.50735561602058	115.37503104697717	116.806729974118	117.2314452359895
356	115.5273676248609	115.39571171004638	116.81057155028395	117.23184297191833
357	115.46047606313299	115.33187790098157	116.7997832153485	117.2316509055218
358	115.49616930374499	115.36397976410164	116.80622384702146	117.23229734559597
359	115.48604121484794	115.35365034013371	116.80524504734775	117.23292896807259
360	115.50673773578833	115.37531435824619	116.8094293143595	117.23329912604648
361	115.51814954824262	115.39000620791319	116.81213636520957	117.23323691218253
362	115.45741068730126	115.32863170401052	116.80247008675248	117.23365481729292
363	115.49563438295269	115.36568248156222	116.809399260511	117.23428761559813
364	115.49874572316857	115.37161762576511	116.81040273607915	117.23410433808598
365	115.47529542651071	115.34720147592141	116.80688685725598	117.23455364420893
366	115.48444813364563	115.35689798949905	116.80895624913238	117.23473579888187
367	115.5561513452677	115.42796533529953	116.82167529400954	117.23536637382368
368	115.51534832914038	115.38881548397534	116.81541256846234	117.23545360942882
369	115.50571473895918	115.3784502178384	116.81431657034194	117.23591999933318
370	115.52863939787471	115.40182791891854	116.81850557529408	117.2360056049578
371	115.49342373989995	115.3659192051349	116.81320824690795	117.23658900880721
372	115.50160536469159	115.3753458166295	116.81477464480874	117.23663685624273
373	115.55342695182063	115.42585890934285	116.82373980208732	117.23679053454796
374	115.51495474530722	115.38847105358306	116.81798300153558	117.23703126022632
375	115.48101363155273	115.35436453037339	116.81288170435089	117.23760480075627
376	115.50710536492909	115.38249217045347	116.81783078776485	117.23776848217602
377	115.50768365843409	115.38343902949171	116.8184603494032	117.23789759687041
378	115.50049164849828	115.37706730526486	116.81764452936727	117.2380495695583
379	115.44643838912717	115.3229027774463	116.80909996771861	117.23843944517841
380	115.50858776574889	115.38514447536747	116.819763710022	117.23872985181677
381	115.51027547065632	115.38572079424885	116.82020982493208	117.2389693538127
382	115.48510195746591	115.3618046341037	116.8164287695557	117.23911426722873
383	115.51989127996218	115.39615042754232	116.82261336739265	117.23961841963776
384	115.50119345264298	115.37750291441571	116.82002289243442	117.23979873026383
385	115.5136038974172	115.38968971169663	116.82264080073078	117.24004946568652
386	115.5306854466883	115.40566823675401	116.82599539320006	117.24051083664625
387	115.51783983090189	115.39645696109241	116.82433975284452	117.24055776481521
388	115.49070454650112	115.36852551925841	116.82042150849033	117.24107631291302
389	115.48921506503689	115.36799755384195	116.82090441282354	117.24152564860526
390	115.54910804592221	115.4284623934902	116.83125960282452	117.24160417196971
391	115.52623608107984	115.40620073434654	116.82775200687169	117.24184922696091
392	115.50736321130393	115.38643061493586	116.82508677980236	117.24260106973281
393	115.50665783568854	115.38528962920414	116.82540525509496	117.24266042016612
394	115.55752897244763	115.43721405896328	116.83442471803461	117.24297292249193
395	115.5076369054341	115.38827430961973	116.82668891144095	117.24318086868435
396	115.5247380475554	115.40611614708645	116.82993399751105	117.24345901979925
397	115.51936471933352	115.40084238552575	116.82937384759599	117.24359809902961
398	115.52309552973752	115.40458966972884	116.83040323245166	117.2439445241091
399	115.52321820448685	115.40402121797158	116.83079400212632	117.24439877722008
400	115.46718153666342	115.34963795501558	116.82169971865312	117.24441952447725
401	117.06582458166461	116.93914009218717	117.0886792689915	117.24285821244798
402	117.06736992423217	116.93917999272938	117.08862956654896	117.24286552251027
403	117.06733944552043	116.93836698469194	117.08828031926701	117.24275142381998
404	117.06957819106579	116.93890224311338	117.08838656869017	117.24265016701064
405	117.07136891218988	116.93926047909208	117.08846060714129	117.24260259235275
406	117.07144262853595	116.9387375648337	117.08821271137322	117.24241137153045
407	117.0731546535014	116.93899423122683	117.08828288838882	117.24255584961287
408	117.07405031402013	116.93880962070182	117.08817516470293	117.24237146424255
409	117.07372510417309	116.93821387339975	117.08788782043305	117.24228247899575
