Iteration	bicycle_travel	bicycle_wait	car_travel	car_wait	freight_travel	freight_wait	pt_travel	pt_wait	ride_travel	ride_wait	stageActivity_travel	stageActivity_wait	walk_travel	walk_wait
365	141952	0	215285	0	2327	0	109445	31642	72683	0	0	0	292624	0
366	142180	0	215585	0	2333	0	109414	31638	72661	0	0	0	291997	0
367	142123	0	215380	0	2331	0	109354	31396	72646	0	0	0	291043	0
368	142504	0	215347	0	2338	0	109396	31907	72654	0	0	0	291475	0
369	142274	0	215223	0	2324	0	109376	31637	72699	0	0	0	292809	0
370	142030	0	215442	0	2332	0	109442	31703	72680	0	0	0	291292	0
371	141961	0	215240	0	2324	0	109343	31704	72666	0	0	0	292705	0
372	142416	0	215694	0	2336	0	109216	31619	72657	0	0	0	291041	0
373	142177	0	215501	0	2319	0	109385	31905	72661	0	0	0	291449	0
374	141971	0	215450	0	2337	0	109366	31601	72662	0	0	0	291914	0
375	142384	0	215302	0	2329	0	109212	31810	72638	0	0	0	292059	0
376	142204	0	215470	0	2330	0	109273	31735	72643	0	0	0	291046	0
377	142052	0	215408	0	2323	0	109301	31790	72665	0	0	0	291894	0
378	141945	0	215598	0	2331	0	109348	32098	72642	0	0	0	291860	0
379	141943	0	215446	0	2332	0	109317	31894	72642	0	0	0	293279	0
380	142191	0	215516	0	2341	0	109312	31676	72637	0	0	0	291606	0
381	141755	0	215534	0	2331	0	109307	31779	72651	0	0	0	292649	0
382	141863	0	215541	0	2338	0	109392	31957	72656	0	0	0	292180	0
383	142444	0	215505	0	2339	0	109227	31707	72645	0	0	0	291276	0
384	141975	0	215520	0	2332	0	109372	31902	72617	0	0	0	292259	0
385	141722	0	215458	0	2336	0	109312	32013	72637	0	0	0	292486	0
386	142485	0	215506	0	2335	0	109072	31538	72642	0	0	0	291824	0
387	142056	0	215697	0	2341	0	109334	31655	72617	0	0	0	292159	0
388	142118	0	215194	0	2328	0	109376	32094	72616	0	0	0	292633	0
389	141862	0	215205	0	2336	0	109430	31646	72632	0	0	0	292851	0
390	141997	0	215389	0	2327	0	109489	31470	72609	0	0	0	290971	0
391	142316	0	215409	0	2334	0	109387	31472	72594	0	0	0	291675	0
392	141794	0	215143	0	2330	0	109529	31681	72621	0	0	0	292586	0
393	141636	0	215361	0	2322	0	109382	31533	72589	0	0	0	292288	0
394	141946	0	215369	0	2336	0	109388	31957	72582	0	0	0	291210	0
395	141586	0	215300	0	2325	0	109496	32192	72576	0	0	0	291881	0
396	141929	0	215506	0	2334	0	109375	31889	72594	0	0	0	291398	0
397	142337	0	215256	0	2330	0	109395	31667	72607	0	0	0	291891	0
398	141588	0	215565	0	2333	0	109295	31632	72591	0	0	0	292638	0
399	141958	0	215312	0	2339	0	109368	31889	72597	0	0	0	291484	0
400	141995	0	215565	0	2340	0	109389	32248	72591	0	0	0	292574	0
401	137995	0	218253	0	2316	0	110818	25436	72140	0	0	0	265363	0
402	137974	0	218215	0	2316	0	110825	25436	72130	0	0	0	265367	0
403	137972	0	218277	0	2318	0	110826	25439	72120	0	0	0	265371	0
404	137955	0	218195	0	2315	0	110824	25432	72113	0	0	0	265373	0
405	137946	0	218133	0	2314	0	110811	25434	72103	0	0	0	265366	0
406	137943	0	218172	0	2314	0	110810	25431	72096	0	0	0	265364	0
407	137930	0	218100	0	2313	0	110809	25430	72087	0	0	0	265367	0
408	137922	0	218092	0	2311	0	110811	25428	72075	0	0	0	265365	0
409	137909	0	218144	0	2311	0	110810	25432	72068	0	0	0	265374	0
410	137905	0	218176	0	2312	0	110804	25422	72062	0	0	0	265373	0
411	137904	0	218197	0	2311	0	110799	25419	72051	0	0	0	265374	0
412	137895	0	218215	0	2310	0	110791	25428	72039	0	0	0	265371	0
413	137889	0	218203	0	2311	0	110791	25418	72032	0	0	0	265363	0
414	137877	0	218179	0	2310	0	110799	25421	72024	0	0	0	265371	0
415	137870	0	218116	0	2305	0	110804	25421	72011	0	0	0	265371	0
416	137857	0	218357	0	2312	0	110812	25430	72002	0	0	0	265376	0
417	137854	0	218291	0	2311	0	110808	25419	71991	0	0	0	265380	0
418	137844	0	218416	0	2309	0	110800	25419	71982	0	0	0	265379	0
419	137841	0	218273	0	2307	0	110803	25415	71973	0	0	0	265371	0
420	137820	0	218466	0	2309	0	110805	25412	71966	0	0	0	265379	0
421	137798	0	218459	0	2310	0	110800	25412	71957	0	0	0	265379	0
422	137802	0	218443	0	2308	0	110794	25408	71946	0	0	0	265372	0
423	137796	0	218362	0	2308	0	110789	25404	71938	0	0	0	265375	0
424	137808	0	218402	0	2310	0	110775	25397	71931	0	0	0	265367	0
425	137797	0	218389	0	2308	0	110765	25393	71923	0	0	0	265362	0
426	137799	0	218269	0	2309	0	110775	25391	71919	0	0	0	265368	0
427	137812	0	218311	0	2308	0	110766	25389	71910	0	0	0	265356	0
428	137805	0	218262	0	2308	0	110766	25388	71900	0	0	0	265358	0
429	137804	0	218278	0	2306	0	110763	25389	71893	0	0	0	265363	0
430	137802	0	218317	0	2308	0	110766	25386	71886	0	0	0	265362	0
431	137787	0	218291	0	2308	0	110765	25390	71873	0	0	0	265361	0
432	137782	0	218330	0	2309	0	110755	25385	71867	0	0	0	265362	0
433	137792	0	218211	0	2306	0	110749	25383	71860	0	0	0	265349	0
434	137770	0	218231	0	2308	0	110750	25381	71854	0	0	0	265354	0
435	137753	0	218220	0	2306	0	110751	25382	71846	0	0	0	265356	0
436	137754	0	218241	0	2304	0	110741	25381	71838	0	0	0	265344	0
437	137747	0	218141	0	2305	0	110737	25384	71827	0	0	0	265347	0
438	137736	0	218169	0	2302	0	110737	25380	71821	0	0	0	265351	0
439	137715	0	218166	0	2305	0	110746	25385	71813	0	0	0	265359	0
440	137719	0	218291	0	2306	0	110746	25379	71804	0	0	0	265361	0
441	137711	0	218208	0	2308	0	110755	25383	71799	0	0	0	265361	0
442	137711	0	218245	0	2307	0	110744	25381	71789	0	0	0	265355	0
443	137713	0	218259	0	2308	0	110745	25383	71783	0	0	0	265352	0
444	137705	0	218258	0	2310	0	110741	25377	71775	0	0	0	265354	0
445	137712	0	218239	0	2308	0	110739	25378	71766	0	0	0	265348	0
446	137712	0	218324	0	2308	0	110736	25377	71755	0	0	0	265346	0
447	137710	0	218304	0	2306	0	110728	25369	71750	0	0	0	265336	0
448	137708	0	218310	0	2307	0	110723	25367	71743	0	0	0	265332	0
449	137694	0	218342	0	2304	0	110718	25363	71734	0	0	0	265335	0
450	137709	0	218289	0	2306	0	110713	25361	71728	0	0	0	265326	0
451	137706	0	218317	0	2305	0	110713	25362	71720	0	0	0	265317	0
452	137694	0	218324	0	2309	0	110715	25364	71714	0	0	0	265315	0
453	137694	0	218328	0	2305	0	110706	25359	71709	0	0	0	265314	0
454	137701	0	218297	0	2310	0	110710	25356	71700	0	0	0	265316	0
455	137699	0	218224	0	2304	0	110714	25357	71692	0	0	0	265318	0
456	137695	0	218201	0	2303	0	110711	25357	71686	0	0	0	265322	0
457	137680	0	218244	0	2304	0	110711	25362	71679	0	0	0	265328	0
458	137689	0	218328	0	2304	0	110709	25357	71669	0	0	0	265324	0
459	137691	0	218261	0	2303	0	110705	25354	71658	0	0	0	265320	0
460	137685	0	218229	0	2307	0	110699	25354	71648	0	0	0	265318	0
461	137696	0	218222	0	2308	0	110700	25354	71641	0	0	0	265311	0
462	137670	0	218330	0	2307	0	110696	25352	71636	0	0	0	265319	0
463	137653	0	218230	0	2308	0	110691	25345	71628	0	0	0	265327	0
464	137624	0	218235	0	2305	0	110694	25349	71619	0	0	0	265337	0
465	137617	0	218268	0	2307	0	110699	25364	71612	0	0	0	265340	0
466	137614	0	218321	0	2307	0	110691	25352	71606	0	0	0	265334	0
467	137606	0	218392	0	2307	0	110700	25352	71600	0	0	0	265334	0
468	137608	0	218251	0	2307	0	110698	25352	71593	0	0	0	265334	0
469	137623	0	218280	0	2309	0	110704	25353	71584	0	0	0	265334	0
470	137618	0	218321	0	2309	0	110712	25352	71578	0	0	0	265335	0
471	137616	0	218200	0	2307	0	110715	25363	71569	0	0	0	265338	0
472	137620	0	218216	0	2306	0	110712	25352	71562	0	0	0	265337	0
473	137621	0	218180	0	2306	0	110708	25348	71552	0	0	0	265337	0
474	137625	0	218220	0	2307	0	110712	25346	71544	0	0	0	265337	0
475	137627	0	218209	0	2308	0	110708	25345	71536	0	0	0	265336	0
476	137627	0	218201	0	2308	0	110715	25352	71527	0	0	0	265339	0
477	137632	0	218194	0	2311	0	110713	25348	71519	0	0	0	265334	0
478	137637	0	218233	0	2312	0	110713	25349	71512	0	0	0	265335	0
479	137628	0	218264	0	2311	0	110702	25344	71505	0	0	0	265330	0
480	137634	0	218225	0	2312	0	110704	25344	71500	0	0	0	265324	0
481	137632	0	218262	0	2311	0	110710	25345	71493	0	0	0	265328	0
482	137636	0	218203	0	2310	0	110712	25348	71487	0	0	0	265325	0
483	137621	0	218164	0	2308	0	110718	25349	71482	0	0	0	265331	0
484	137619	0	218155	0	2309	0	110720	25349	71476	0	0	0	265333	0
485	137617	0	218205	0	2308	0	110711	25345	71469	0	0	0	265331	0
486	137610	0	218240	0	2311	0	110714	25343	71464	0	0	0	265338	0
487	137616	0	218228	0	2313	0	110710	25344	71454	0	0	0	265330	0
488	137615	0	218179	0	2310	0	110708	25342	71448	0	0	0	265325	0
489	137619	0	218229	0	2311	0	110708	25341	71444	0	0	0	265323	0
490	137605	0	218186	0	2307	0	110712	25342	71437	0	0	0	265331	0
491	137589	0	218131	0	2304	0	110710	25341	71432	0	0	0	265338	0
492	137597	0	218125	0	2303	0	110711	25344	71427	0	0	0	265341	0
493	137586	0	218143	0	2307	0	110714	25344	71421	0	0	0	265352	0
494	137583	0	218157	0	2304	0	110722	25342	71416	0	0	0	265353	0
495	137580	0	218198	0	2303	0	110719	25342	71407	0	0	0	265355	0
496	137579	0	218086	0	2303	0	110712	25342	71400	0	0	0	265357	0
497	137577	0	218089	0	2304	0	110700	25337	71396	0	0	0	265349	0
498	137578	0	218096	0	2302	0	110704	25338	71386	0	0	0	265356	0
499	137573	0	218156	0	2302	0	110697	25338	71381	0	0	0	265356	0
500	137569	0	218127	0	2302	0	110697	25338	71373	0	0	0	265360	0
